_excel_row_number,id,code,name_vi,name_en,category,chapter,is_active,display_order,created_at
2169,1a1b56d4-eddf-42dd-b4dd-2afb05c6a04a,H16401,"Tân mạch giác mạc không xác định, mắt phải","Unspecified corneal neovascularization, right eye",H16,H,t,0,2026-03-24 09:08:37.309877+00
2170,716b4606-725a-4e8d-a763-afca739f66c6,H16402,"Tân mạch giác mạc không xác định, mắt trái","Unspecified corneal neovascularization, left eye",H16,H,t,0,2026-03-24 09:08:37.309877+00
2171,c0ddd1b8-f5be-4cce-affc-b632d2d268b1,H16403,"Tân mạch giác mạc không xác định, hai mắt","Unspecified corneal neovascularization, bilateral",H16,H,t,0,2026-03-24 09:08:37.309877+00
2172,f385c5b5-e724-4c4b-a0fd-39c89ad3d80f,H16409,"Tân mạch giác mạc không xác định, mắt không xác định","Unspecified corneal neovascularization, unspecified eye",H16,H,t,0,2026-03-24 09:08:37.309877+00
2173,6bcdf827-6041-4ef9-9887-6ad519e5a94b,H16411,"Mạch máu mờ (giác mạc), mắt phải","Ghost vessels (corneal), right eye",H16,H,t,0,2026-03-24 09:08:37.309877+00
2174,341bd721-4f0a-41e4-8bed-49336735a666,H16412,"Mạch máu mờ (giác mạc), mắt trái","Ghost vessels (corneal), left eye",H16,H,t,0,2026-03-24 09:08:37.309877+00
2175,6a50124b-c8d8-46f6-8d03-1a175aa75883,H16413,"Mạch máu mờ (giác mạc), hai mắt","Ghost vessels (corneal), bilateral",H16,H,t,0,2026-03-24 09:08:37.309877+00
2176,c46d7915-1462-4496-8ef2-11e20558fe3a,H16419,"Mạch máu mờ (giác mạc), mắt không xác định","Ghost vessels (corneal), unspecified eye",H16,H,t,0,2026-03-24 09:08:37.309877+00
2177,f8edd12e-055e-413e-81e7-5819077b37bf,H16421,"Mộng thịt (giác mạc), mắt phải","Pannus (corneal), right eye",H16,H,t,0,2026-03-24 09:08:37.309877+00
2178,3e9286b7-117d-4092-98ac-c11ddc2875e4,H16422,"Mộng thịt (giác mạc), mắt trái","Pannus (corneal), left eye",H16,H,t,0,2026-03-24 09:08:37.309877+00
2179,763182fa-5afc-4712-bdc5-468de4715df7,H16423,"Mộng thịt (giác mạc), hai mắt","Pannus (corneal), bilateral",H16,H,t,0,2026-03-24 09:08:37.309877+00
2180,ff39dcf2-7fa4-4bc7-9cb1-916d17e86630,H16429,"Mộng thịt (giác mạc), mắt không xác định","Pannus (corneal), unspecified eye",H16,H,t,0,2026-03-24 09:08:37.309877+00
2181,00e47c76-1101-4c37-9d62-1a2a945425a5,H2020,"Viêm màng bồ đào-thể mi do thủy tinh thể, mắt không xác định","Lens-induced iridocyclitis, unspecified eye",H20,H,t,0,2026-03-24 09:08:37.309877+00
2182,a61e45b0-bce8-4b31-8eae-21e329fcec98,H2021,"Viêm màng bồ đào-thể mi do thủy tinh thể, mắt phải","Lens-induced iridocyclitis, right eye",H20,H,t,0,2026-03-24 09:08:37.309877+00
2183,29eea8b7-42a8-4555-9db5-33edb42b265a,H2022,"Viêm màng bồ đào-thể mi do thủy tinh thể, mắt trái","Lens-induced iridocyclitis, left eye",H20,H,t,0,2026-03-24 09:08:37.309877+00
2184,334e19a9-5be8-49df-b69f-0d2ba644fb34,H2023,"Viêm màng bồ đào-thể mi do thủy tinh thể, hai mắt","Lens-induced iridocyclitis, bilateral",H20,H,t,0,2026-03-24 09:08:37.309877+00
2185,2b31f903-b026-4ff6-9d29-b153ea801da0,H20811,"Viêm màng bồ đào-thể mi dị sắc tố Fuchs, mắt phải","Fuchs' heterochromic cyclitis, right eye",H20,H,t,0,2026-03-24 09:08:37.309877+00
2186,1c766f94-1be5-4c71-b685-e1aac043285e,H20812,"Viêm màng bồ đào-thể mi dị sắc tố Fuchs, mắt trái","Fuchs' heterochromic cyclitis, left eye",H20,H,t,0,2026-03-24 09:08:37.309877+00
2187,f0c61f47-4b27-403e-ae3f-b872eb408aaa,H20813,"Viêm màng bồ đào-thể mi dị sắc tố Fuchs, hai mắt","Fuchs' heterochromic cyclitis, bilateral",H20,H,t,0,2026-03-24 09:08:37.309877+00
2188,d59b0e25-4ab1-48d6-a590-0e28b8d2b131,H20819,"Viêm màng bồ đào-thể mi dị sắc tố Fuchs, mắt không xác định","Fuchs' heterochromic cyclitis, unspecified eye",H20,H,t,0,2026-03-24 09:08:37.309877+00
2189,7c81af9d-79e4-4a8d-86ad-97a2e2be70ae,H20821,"Hội chứng Vogt-Koyanagi, mắt phải","Vogt-Koyanagi syndrome, right eye",H20,H,t,0,2026-03-24 09:08:37.309877+00
2190,3d801ecf-ff08-4ce1-938a-e33282c45642,H20822,"Hội chứng Vogt-Koyanagi, mắt trái","Vogt-Koyanagi syndrome, left eye",H20,H,t,0,2026-03-24 09:08:37.309877+00
2191,1d1483b5-de40-4342-87f4-75128bdd47cd,H20823,"Hội chứng Vogt-Koyanagi, hai mắt","Vogt-Koyanagi syndrome, bilateral",H20,H,t,0,2026-03-24 09:08:37.309877+00
2192,51b13b5f-bf05-45b5-b1db-a4e4baf17df5,E133413,"Đái tháo đường do các nguyên nhân khác với bệnh võng mạc tiểu đường không tăng sinh nặng kèm phù hoàng điểm, hai mắt","Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral",E13,E,t,0,2026-03-24 09:08:36.644359+00
2193,5546419e-4eda-4d61-8191-8540a4c993e0,E133419,"Đái tháo đường do các nguyên nhân khác với bệnh võng mạc tiểu đường không tăng sinh nặng kèm phù hoàng điểm, mắt không xác định","Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",E13,E,t,0,2026-03-24 09:08:36.644359+00
2194,7cf58866-c735-4ebf-8a96-689a9056f43f,E133491,"Đái tháo đường do các nguyên nhân khác với bệnh võng mạc tiểu đường không tăng sinh nặng không kèm phù hoàng điểm, mắt phải","Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",E13,E,t,0,2026-03-24 09:08:36.644359+00
2195,407a204f-6d28-4d0b-8791-d1a8af0e796e,E133492,"Đái tháo đường do các nguyên nhân khác với bệnh võng mạc tiểu đường không tăng sinh nặng không kèm phù hoàng điểm, mắt trái","Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",E13,E,t,0,2026-03-24 09:08:36.644359+00
2196,583bbe3f-bd13-4a19-9369-01c1f62a5ccb,E133493,"Đái tháo đường do các nguyên nhân khác với bệnh võng mạc tiểu đường không tăng sinh nặng không kèm phù hoàng điểm, hai mắt","Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",E13,E,t,0,2026-03-24 09:08:36.644359+00
2197,4f2a9dad-ab30-4600-b1c5-e9b230fd5f10,E133499,"Đái tháo đường do các nguyên nhân khác với bệnh võng mạc tiểu đường không tăng sinh nặng không kèm phù hoàng điểm, mắt không xác định","Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",E13,E,t,0,2026-03-24 09:08:36.644359+00
2198,32c4569b-8119-4785-9835-8744058ff352,E133511,"Đái tháo đường do các nguyên nhân khác với bệnh võng mạc tiểu đường tăng sinh kèm phù hoàng điểm, mắt phải","Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",E13,E,t,0,2026-03-24 09:08:36.644359+00
2199,a79b91ec-6570-4ae5-8cee-e4d48270d47f,E133512,"Đái tháo đường do các nguyên nhân khác với bệnh võng mạc tiểu đường tăng sinh kèm phù hoàng điểm, mắt trái","Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",E13,E,t,0,2026-03-24 09:08:36.644359+00
2200,d4af602d-ecea-42b5-8ba4-1a01dbc67098,E753,"Bệnh tích sphingolipid, không đặc hiệu","Sphingolipidosis, unspecified",E75,E,t,0,2026-03-24 09:08:36.644359+00
2201,76f9061b-9df7-41aa-b379-35a373cd6f88,H1713,"Đục trung tâm giác mạc, hai mắt","Central corneal opacity, bilateral",H17,H,t,0,2026-03-24 09:08:37.309877+00
2202,93be8870-95f6-42b2-870c-dc09a113d1a1,H17811,"Đục nhỏ giác mạc, mắt phải","Minor opacity of cornea, right eye",H17,H,t,0,2026-03-24 09:08:37.309877+00
2203,57d5e808-fdc4-424c-99c0-02008071fe60,H17812,"Đục nhỏ giác mạc, mắt trái","Minor opacity of cornea, left eye",H17,H,t,0,2026-03-24 09:08:37.309877+00
2204,0712fa0f-5b4b-462b-ac9d-2b8a16c42d04,H17813,"Đục nhỏ giác mạc, hai mắt","Minor opacity of cornea, bilateral",H17,H,t,0,2026-03-24 09:08:37.309877+00
2205,34f1107b-206e-4b0c-b23f-f7b47cbedd7b,H17819,"Đục nhỏ giác mạc, mắt không xác định","Minor opacity of cornea, unspecified eye",H17,H,t,0,2026-03-24 09:08:37.309877+00
2206,2e44bea6-7ca2-4f48-8d87-eee03f8b31b2,H17821,"Đục ngoại biên giác mạc, mắt phải","Peripheral opacity of cornea, right eye",H17,H,t,0,2026-03-24 09:08:37.309877+00
2207,784d9b33-4e6b-4efb-a1fd-64e63acbf7bc,H17822,"Đục ngoại biên giác mạc, mắt trái","Peripheral opacity of cornea, left eye",H17,H,t,0,2026-03-24 09:08:37.309877+00
2208,8b216e51-5386-46a5-9df3-9b4ef2f98ac5,H17823,"Đục ngoại biên giác mạc, hai mắt","Peripheral opacity of cornea, bilateral",H17,H,t,0,2026-03-24 09:08:37.309877+00
2209,105275fd-1ec7-4829-8947-b89732d2dbef,H17829,"Đục ngoại biên giác mạc, mắt không xác định","Peripheral opacity of cornea, unspecified eye",H17,H,t,0,2026-03-24 09:08:37.309877+00
2210,3c146572-dd28-4266-a7a1-b668c86d4b35,H1789,Sẹo và đục giác mạc khác,Other corneal scars and opacities,H17,H,t,0,2026-03-24 09:08:37.309877+00
2211,c3ce6810-7472-42cd-8629-b77016f8320a,H179,Sẹo và đục giác mạc không xác định,Unspecified corneal scar and opacity,H17,H,t,0,2026-03-24 09:08:37.309877+00
2212,fb9e808e-2664-49ac-ad76-ac5347f896ba,H18001,"Tích tụ ở giác mạc không xác định, mắt phải","Unspecified corneal deposit, right eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2213,50a50dba-e0e8-4555-805f-1e70608ce733,H18002,"Tích tụ ở giác mạc không xác định, mắt trái","Unspecified corneal deposit, left eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2214,d579956a-3cef-4988-88b1-ffba633d6f64,H18003,"Tích tụ ở giác mạc không xác định, hai mắt","Unspecified corneal deposit, bilateral",H18,H,t,0,2026-03-24 09:08:37.309877+00
2215,a1fe0f85-0d90-41b6-9cef-1cf042700e39,H18009,"Tích tụ ở giác mạc không xác định, mắt không xác định","Unspecified corneal deposit, unspecified eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2216,be24dac2-451d-45e9-8912-35c58a2a2413,H18011,"Tích tụ sắc tố giác mạc trước, mắt phải","Anterior corneal pigmentations, right eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2217,264ab635-03ce-4a92-ac83-396d2764dcc0,H18012,"Tích tụ sắc tố giác mạc trước, mắt trái","Anterior corneal pigmentations, left eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2218,b3e4885c-49fb-42ec-838a-ad478b54a373,H18013,"Tích tụ sắc tố giác mạc trước, hai mắt","Anterior corneal pigmentations, bilateral",H18,H,t,0,2026-03-24 09:08:37.309877+00
2219,9c092cfe-a614-40ee-bec0-43e8680655ea,H18019,"Tích tụ sắc tố giác mạc trước, mắt không xác định","Anterior corneal pigmentations, unspecified eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2220,cb368eac-df36-462b-bf33-eb4f1429baa2,H18021,"Tích tụ argentous ở giác mạc, mắt phải","Argentous corneal deposits, right eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2221,42cb5bd5-9eeb-4922-a07c-1dad7f974311,H18022,"Tích tụ argentous ở giác mạc, mắt trái","Argentous corneal deposits, left eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2222,c6e1a119-b4ea-492f-9a50-1c5df6e6bd4b,H18023,"Tích tụ argentous ở giác mạc, hai mắt","Argentous corneal deposits, bilateral",H18,H,t,0,2026-03-24 09:08:37.309877+00
2223,abdf3bdc-a8fe-47fd-9750-f3de54d727dc,H18029,"Tích tụ argentous ở giác mạc, mắt không xác định","Argentous corneal deposits, unspecified eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2224,63bda058-59e3-4437-8596-f71bccd85f93,H18031,"Tích tụ ở giác mạc trong rối loạn chuyển hóa, mắt phải","Corneal deposits in metabolic disorders, right eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2225,574c2b33-680d-42f7-914d-7e5bc22ce5d9,H18032,"Tích tụ ở giác mạc trong rối loạn chuyển hóa, mắt trái","Corneal deposits in metabolic disorders, left eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2226,e5d398a0-a273-447c-b9f1-fea894b852d1,H18033,"Tích tụ ở giác mạc trong rối loạn chuyển hóa, hai mắt","Corneal deposits in metabolic disorders, bilateral",H18,H,t,0,2026-03-24 09:08:37.309877+00
2227,2ba8574e-aa10-45d3-85cb-4c923297a159,H18039,"Tích tụ ở giác mạc trong rối loạn chuyển hóa, mắt không xác định","Corneal deposits in metabolic disorders, unspecified eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2228,cb32dec8-e0f0-410a-96e2-b2ecc8af072c,H18041,"Vòng Kayser-Fleischer, mắt phải","Kayser-Fleischer ring, right eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2229,fc832a9c-550e-4786-b066-ef1079af0be4,H18042,"Vòng Kayser-Fleischer, mắt trái","Kayser-Fleischer ring, left eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2230,f8917153-5347-49fd-9b4d-a79fb428db69,H18043,"Vòng Kayser-Fleischer, hai mắt","Kayser-Fleischer ring, bilateral",H18,H,t,0,2026-03-24 09:08:37.309877+00
2231,ede7f6b0-18f3-447b-879f-45c54a4040b5,H18049,"Vòng Kayser-Fleischer, mắt không xác định","Kayser-Fleischer ring, unspecified eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2232,b083ff9b-538e-43ae-bf38-0c3585307356,H18051,"Tích tụ sắc tố giác mạc sau, mắt phải","Posterior corneal pigmentations, right eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2233,6003d102-7d83-4f0c-95a0-9320b9464c53,H18052,"Tích tụ sắc tố giác mạc sau, mắt trái","Posterior corneal pigmentations, left eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2234,046960b7-5cb5-4066-bbd9-efc2893ebea1,H18053,"Tích tụ sắc tố giác mạc sau, hai mắt","Posterior corneal pigmentations, bilateral",H18,H,t,0,2026-03-24 09:08:37.309877+00
2235,616788c4-aab0-4b6d-ba60-11146c0bdb2b,H18059,"Tích tụ sắc tố giác mạc sau, mắt không xác định","Posterior corneal pigmentations, unspecified eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2236,f08f71ba-0a84-4094-ab53-1820c6faec54,H18061,"Tích tụ sắc tố trong nhu mô giác mạc, mắt phải","Stromal corneal pigmentations, right eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2237,e0d15e5e-c71e-4c07-bfea-14a8510820bd,H18062,"Tích tụ sắc tố trong nhu mô giác mạc, mắt trái","Stromal corneal pigmentations, left eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2238,197ff11a-26dd-4d47-ae5c-1282fe9d705d,H18063,"Tích tụ sắc tố trong nhu mô giác mạc, hai mắt","Stromal corneal pigmentations, bilateral",H18,H,t,0,2026-03-24 09:08:37.309877+00
2239,1ec29361-f2ea-442f-9883-34696e960133,H18069,"Tích tụ sắc tố trong nhu mô giác mạc, mắt không xác định","Stromal corneal pigmentations, unspecified eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2240,db7254e1-ab7a-4e54-89aa-0f3aa812145a,H1810,"Bệnh giác mạc mọng nước, mắt không xác định","Bullous keratopathy, unspecified eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2241,19115153-2a4f-40d0-bcf0-d032b0c2508d,H1811,"Bệnh giác mạc mọng nước, mắt phải","Bullous keratopathy, right eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2242,f1f30cea-82cf-4374-a8e9-dec78f01fd32,H1812,"Bệnh giác mạc mọng nước, mắt trái","Bullous keratopathy, left eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2243,610401dd-1e6b-406f-9525-65fe864d79b9,H1813,"Bệnh giác mạc mọng nước, hai mắt","Bullous keratopathy, bilateral",H18,H,t,0,2026-03-24 09:08:37.309877+00
2244,50ab4628-9ff8-4905-a2fe-e999c79b7e62,H1820,Phù giác mạc không xác định,Unspecified corneal edema,H18,H,t,0,2026-03-24 09:08:37.309877+00
2245,863a6587-7121-4986-bbe1-5e9178c27f62,H18211,"Phù giác mạc thứ phát do kính áp tròng, mắt phải","Corneal edema secondary to contact lens, right eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2246,f50f608d-bcbf-4f25-be21-3bb70e5c506e,H18212,"Phù giác mạc thứ phát do kính áp tròng, mắt trái","Corneal edema secondary to contact lens, left eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2247,9fff954a-40d8-4456-9f29-200b662b3a46,H18213,"Phù giác mạc thứ phát do kính áp tròng, hai mắt","Corneal edema secondary to contact lens, bilateral",H18,H,t,0,2026-03-24 09:08:37.309877+00
2248,71d85507-5237-48f8-bc12-865b77534124,H18219,"Phù giác mạc thứ phát do kính áp tròng, mắt không xác định","Corneal edema secondary to contact lens, unspecified eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2249,1b8c5a68-f230-4346-be01-e4617ccd06db,H18221,"Phù giác mạc tự phát, mắt phải","Idiopathic corneal edema, right eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2250,aab7873e-e58c-49c5-ae9c-fd9e9198eda7,H18222,"Phù giác mạc tự phát, mắt trái","Idiopathic corneal edema, left eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2251,15a09474-0a3d-4f17-8164-bf76ba41f907,H18223,"Phù giác mạc tự phát, hai mắt","Idiopathic corneal edema, bilateral",H18,H,t,0,2026-03-24 09:08:37.309877+00
2252,4b4b1a64-1945-4483-81e2-09792ac788e1,H18229,"Phù giác mạc tự phát, mắt không xác định","Idiopathic corneal edema, unspecified eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2253,b617e320-dad5-4300-b037-ade04646fc31,H18231,"Phù giác mạc thứ phát, mắt phải","Secondary corneal edema, right eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2254,dca19a5f-c6be-4d4f-8b25-32b4066201bf,H18232,"Phù giác mạc thứ phát, mắt trái","Secondary corneal edema, left eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2255,9923db19-6f72-448a-aebc-0895b0e1dbca,H18233,"Phù giác mạc thứ phát, hai mắt","Secondary corneal edema, bilateral",H18,H,t,0,2026-03-24 09:08:37.309877+00
2256,d5262c03-3c97-4c91-a49e-03b3555fbaad,H18239,"Phù giác mạc thứ phát, mắt không xác định","Secondary corneal edema, unspecified eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2257,6c955ef4-3880-415d-9bc1-b9da9ddd26d8,H1830,Thay đổi màng giác mạc không xác định,Unspecified corneal membrane change,H18,H,t,0,2026-03-24 09:08:37.309877+00
2258,2a0d4043-7278-48fc-b06c-02a63154a382,H18311,"Nếp gấp và rách màng Bowman, mắt phải","Folds and rupture in Bowman's membrane, right eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2259,19ba9422-1904-4cf1-85d0-647087d4a5d4,H18312,"Nếp gấp và rách màng Bowman, mắt trái","Folds and rupture in Bowman's membrane, left eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2260,65014f86-bf42-418c-91c2-40755507b6f0,H18313,"Nếp gấp và rách màng Bowman, hai mắt","Folds and rupture in Bowman's membrane, bilateral",H18,H,t,0,2026-03-24 09:08:37.309877+00
2261,534e89cb-55f9-4d61-81a4-734cd2865e77,H18319,"Nếp gấp và rách màng Bowman, mắt không xác định","Folds and rupture in Bowman's membrane, unspecified eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2262,c78124c0-332b-4f98-a7e0-7a355a7031be,H18321,"Nếp gấp màng Descemet, mắt phải","Folds in Descemet's membrane, right eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2263,76a0c53a-aa2f-4876-a25b-f896ecb770a2,H18322,"Nếp gấp màng Descemet, mắt trái","Folds in Descemet's membrane, left eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2264,2ab799c3-00a5-45c5-ae5d-eafa8e277c55,H18323,"Nếp gấp màng Descemet, hai mắt","Folds in Descemet's membrane, bilateral",H18,H,t,0,2026-03-24 09:08:37.309877+00
2265,3a8aea2b-2cdd-4316-af9c-d07406ea984f,H18329,"Nếp gấp màng Descemet, mắt không xác định","Folds in Descemet's membrane, unspecified eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2266,8a28f2d6-44ac-405f-bae5-33616b067c9f,H18331,"Rách màng Descemet, mắt phải","Rupture in Descemet's membrane, right eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2267,55e5dffe-4ce8-49a0-afbe-e2e7b828e2b1,H18332,"Rách màng Descemet, mắt trái","Rupture in Descemet's membrane, left eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2268,a312aead-9c2f-403b-8241-7039b49c2ff1,H18333,"Rách màng Descemet, hai mắt","Rupture in Descemet's membrane, bilateral",H18,H,t,0,2026-03-24 09:08:37.309877+00
2269,4df7fa04-9b31-4f7e-9d12-26f8bc6db997,H18339,"Rách màng Descemet, mắt không xác định","Rupture in Descemet's membrane, unspecified eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2270,fe8f8f55-de7f-4d1a-ac54-c46dd70e7fb4,H1840,Thoái hóa giác mạc không xác định,Unspecified corneal degeneration,H18,H,t,0,2026-03-24 09:08:37.309877+00
2271,8364e8cb-4f3d-4119-9fd7-e274b77fb147,H18411,"Cung giác mạc lão hóa, mắt phải","Arcus senilis, right eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2272,cc7102c4-26fa-46d7-8ecf-d79d1b5e0aa0,H18412,"Cung giác mạc lão hóa, mắt trái","Arcus senilis, left eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2273,09ed3311-18af-4854-b897-7e6fa21f148d,H18413,"Cung giác mạc lão hóa, hai mắt","Arcus senilis, bilateral",H18,H,t,0,2026-03-24 09:08:37.309877+00
2274,2582be79-0dce-489d-8027-7287189cf0b7,H18419,"Cung giác mạc lão hóa, mắt không xác định","Arcus senilis, unspecified eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2275,e5fd1c8d-fb5c-4752-b919-ca8648214121,H18421,"Bệnh giác mạc dải băng, mắt phải","Band keratopathy, right eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2276,d81597cc-32cc-44f1-b906-f44b75312e26,H18422,"Bệnh giác mạc dải băng, mắt trái","Band keratopathy, left eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2277,a24b827a-4c4d-4057-96ef-91f1249db6dc,H18423,"Bệnh giác mạc dải băng, hai mắt","Band keratopathy, bilateral",H18,H,t,0,2026-03-24 09:08:37.309877+00
2278,47c996da-5969-42f7-90db-f36de75bdedd,H18429,"Bệnh giác mạc dải băng, mắt không xác định","Band keratopathy, unspecified eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2279,e1697182-cced-47d5-9888-8c76e8108f92,H1843,Thoái hóa giác mạc vôi hóa khác,Other calcerous corneal degeneration,H18,H,t,0,2026-03-24 09:08:37.309877+00
2280,02679057-be02-40ff-9f7b-67e0b0ceaab5,H18441,"Hoại tử giác mạc, mắt phải","Keratomalacia, right eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2281,2e88a29e-1e42-4ca6-abb5-8dba719c02df,H18442,"Hoại tử giác mạc, mắt trái","Keratomalacia, left eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2282,4656e675-a82d-4f0b-806a-fa481554d037,H18443,"Hoại tử giác mạc, hai mắt","Keratomalacia, bilateral",H18,H,t,0,2026-03-24 09:08:37.309877+00
2283,5100e8fc-1bbb-479b-b7d8-9cc487815aaf,H18449,"Hoại tử giác mạc, mắt không xác định","Keratomalacia, unspecified eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2284,b2991beb-4b17-4de1-8350-9f0b4f9e8693,H18451,"Thoái hóa giác mạc dạng nốt, mắt phải","Nodular corneal degeneration, right eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2285,25f2ff7d-cda4-4a49-94d7-1a4634c27a09,H18452,"Thoái hóa giác mạc dạng nốt, mắt trái","Nodular corneal degeneration, left eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2286,69e2863f-d22f-4521-8c5c-0c05e4ef5c03,H18453,"Thoái hóa giác mạc dạng nốt, hai mắt","Nodular corneal degeneration, bilateral",H18,H,t,0,2026-03-24 09:08:37.309877+00
2287,fe4f8f66-31ea-43a9-89fb-5f0d3e419ce5,H18459,"Thoái hóa giác mạc dạng nốt, mắt không xác định","Nodular corneal degeneration, unspecified eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2288,50a819ca-f263-4f61-8dc1-640e63138f54,H18461,"Thoái hóa giác mạc ngoại biên, mắt phải","Peripheral corneal degeneration, right eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2289,c84c7e9f-a53b-408d-9260-f4ed7eb76017,H18462,"Thoái hóa giác mạc ngoại biên, mắt trái","Peripheral corneal degeneration, left eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2290,d7da3839-3922-4f6f-add8-bfc8b9823d32,H18463,"Thoái hóa giác mạc ngoại biên, hai mắt","Peripheral corneal degeneration, bilateral",H18,H,t,0,2026-03-24 09:08:37.309877+00
2291,ed4408de-9ee3-48c8-898c-3aaccbf129ec,H18469,"Thoái hóa giác mạc ngoại biên, mắt không xác định","Peripheral corneal degeneration, unspecified eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2292,3c130ce9-3a27-4cb8-993b-ec785a9f7924,H1849,Thoái hóa giác mạc khác,Other corneal degeneration,H18,H,t,0,2026-03-24 09:08:37.309877+00
2293,7dc1596b-2995-49af-ad14-2625c8aefa65,H18501,"Loạn dưỡng giác mạc di truyền không xác định, mắt phải","Unspecified hereditary corneal dystrophies, right eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2294,d815aafb-d96e-4f81-a092-03ab133dd629,H18502,"Loạn dưỡng giác mạc di truyền không xác định, mắt trái","Unspecified hereditary corneal dystrophies, left eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2295,3c65065f-eb4c-47b3-b928-6d7dc848f136,H18503,"Loạn dưỡng giác mạc di truyền không xác định, hai mắt","Unspecified hereditary corneal dystrophies, bilateral",H18,H,t,0,2026-03-24 09:08:37.309877+00
2296,36556d7a-634a-41b7-92cb-de9072218a63,H18509,"Loạn dưỡng giác mạc di truyền không xác định, mắt không xác định","Unspecified hereditary corneal dystrophies, unspecified eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2297,33f51734-39cf-4b83-bc61-9a8ba6b9e6e3,H18511,"Loạn dưỡng giác mạc nội mô, mắt phải","Endothelial corneal dystrophy, right eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
2298,38b3bd37-bf4c-46de-bdfb-00da8201df64,H18512,"Loạn dưỡng giác mạc nội mô, mắt trái","Endothelial corneal dystrophy, left eye",H18,H,t,0,2026-03-24 09:08:37.309877+00
