_excel_row_number,id,translation_key,language_code,value,created_at,updated_at,created_by,updated_by
113,15e113dc-6b4e-484d-9348-f5daea248d9d,admin.clinic.general.codeSettings.paymentCode,vi,Mã thanh toán,2026-01-30 09:12:34.382361+00,2026-01-30 09:12:34.382361+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
114,dac93034-0ce1-4783-94a5-9329e18f65e8,admin.clinic.general.codeSettings.paymentCode,en,Payment Code,2026-01-30 09:12:34.399543+00,2026-01-30 09:12:34.399543+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
115,ac3b958f-99d1-420e-9914-ae11e0aeea96,admin.clinic.general.codeSettings.paymentCode,km,លេខកូដបង់ប្រាក់,2026-01-30 09:12:34.396995+00,2026-01-30 09:12:34.396995+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
116,a956e33f-d0b9-44d7-a23c-c0c79ab48397,admin.clinic.general.codeSettings.pharmacyCode,vi,Mã nhà thuốc,2026-01-30 09:12:48.785471+00,2026-01-30 09:12:48.785471+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
117,7e560c28-086a-4cee-b0c5-36657effbc5d,admin.clinic.general.codeSettings.pharmacyCode,en,Pharmacy Code,2026-01-30 09:12:48.803205+00,2026-01-30 09:12:48.803205+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
118,61f4b982-c8da-475e-aa90-8acdd4ecd460,admin.clinic.general.codeSettings.pharmacyCode,km,លេខកូដឱសថស្ថាន,2026-01-30 09:12:48.792369+00,2026-01-30 09:12:48.792369+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
119,07ff6eb3-2ce5-4905-9a6c-0e2fbfaf2962,admin.clinic.general.codeSettings.prefix,en,Prefix,2026-01-30 09:12:57.744854+00,2026-01-30 09:12:57.744854+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
120,3a7b1a7a-d021-4988-913a-c065f31f19ce,admin.clinic.general.codeSettings.prefix,vi,Tiền tố,2026-01-30 09:12:57.777929+00,2026-01-30 09:12:57.777929+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
121,fc200ad3-c3c3-4ace-9dcb-dd275248f06d,admin.clinic.general.codeSettings.prefix,km,បុព្វបទ,2026-01-30 09:12:57.78597+00,2026-01-30 09:12:57.78597+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
122,697a0bfd-6499-4650-9972-5a9333f1e67c,admin.clinic.general.codeSettings.prescriptionCode,en,Prescription Code,2026-01-30 09:13:08.576117+00,2026-01-30 09:13:08.576117+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
123,526999c1-49d5-4cd8-8917-22e9c0d44a75,admin.clinic.general.codeSettings.prescriptionCode,vi,Mã đơn thuốc,2026-01-30 09:13:08.582557+00,2026-01-30 09:13:08.582557+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
124,702d9adb-5680-424d-b033-67091416e04c,admin.clinic.general.codeSettings.prescriptionCode,km,លេខកូដវេជ្ជបញ្ជា,2026-01-30 09:13:08.588468+00,2026-01-30 09:13:08.588468+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
125,fadd2d86-16ad-485b-8b53-3d653b65f10c,admin.clinic.general.codeSettings.supplierCode,km,លេខកូដអ្នកផ្គត់ផ្គង់,2026-01-30 09:15:12.398041+00,2026-01-30 09:15:12.398041+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
126,c762e4f1-7f5e-4eba-b918-48533409378e,admin.clinic.general.codeSettings.supplierCode,vi,Mã nhà cung cấp thuốc,2026-01-30 09:13:18.219611+00,2026-01-30 09:15:12.888302+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
127,458af54a-1321-4fa4-af10-70bafb798215,admin.clinic.general.codeSettings.supplierCode,en,Supplier Code,2026-01-30 09:13:18.210946+00,2026-01-30 09:15:12.926026+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
128,9587c51b-7e7c-40ae-a56b-293e0e3a567f,admin.clinic.general.codeSettings.title,en,Detailed Settings,2026-01-30 09:13:26.863157+00,2026-01-30 09:15:29.211105+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
129,6c34e0ee-4567-4472-bbf2-1f6c80603980,admin.clinic.general.codeSettings.title,km,ការកំណត់លម្អិត,2026-01-30 09:15:29.204264+00,2026-01-30 09:15:29.204264+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
130,56315cae-929e-4079-a198-1369fa685bac,admin.clinic.general.codeSettings.title,vi,Cài đặt chi tiết,2026-01-30 09:13:26.847695+00,2026-01-30 09:15:29.235461+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
131,c3a6dc9b-2a0e-4ad9-8535-f6df8d56f576,admin.clinic.general.codeSettings.warehouseCode,en,Warehouse Code,2026-01-30 09:15:49.317658+00,2026-01-30 09:15:49.317658+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
132,c4915422-265e-403f-a8c0-7e083f210ac9,admin.clinic.general.codeSettings.warehouseCode,vi,Mã kho hàng,2026-01-30 09:15:49.319204+00,2026-01-30 09:15:49.319204+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
133,ed5bc29f-e1b0-4657-8ca0-e0371f345c44,admin.clinic.general.codeSettings.warehouseCode,km,លេខកូដឃ្លាំង,2026-01-30 09:15:49.335444+00,2026-01-30 09:15:49.335444+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
134,36c22782-e7ba-4454-acdb-c4522af333d8,admin.clinic.general.notifications.description,km,កំណត់រចនាសម្ព័ន្ធការជូនដំណឹងដោយស្វ័យប្រវត្តិផ្ញើទៅអ្នកជំងឺ,2026-01-30 09:16:22.292577+00,2026-01-30 09:16:22.292577+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
135,654b49a7-9fe9-41ea-bc48-2b0344f6caa8,admin.clinic.general.notifications.description,en,Configure automatic notifications sent to patients.,2026-01-30 09:16:22.291454+00,2026-01-30 09:16:22.291454+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
136,c0eaf005-52eb-44d4-a407-cd9129106e3f,admin.clinic.general.notifications.description,vi,Cấu hình các thông báo tự động gửi đến bệnh nhân.,2026-01-30 09:16:22.304224+00,2026-01-30 09:16:22.304224+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
137,2b0835a8-3323-44b2-a7ae-9536dafd13d1,admin.clinic.general.codeSettings.visitCode,vi,Mã khám bệnh,2026-01-30 09:15:38.798951+00,2026-01-30 09:16:36.569098+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
138,feb82a97-b366-4524-9680-3a4d037ec7e7,admin.clinic.general.codeSettings.visitCode,km,ចូលមើលលេខកូដ,2026-01-30 09:16:36.575062+00,2026-01-30 09:16:36.575062+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
139,7cf30c92-3084-403c-b63a-8fa96c024b1f,admin.clinic.general.codeSettings.visitCode,en,Visit Code,2026-01-30 09:15:38.754991+00,2026-01-30 09:16:36.579757+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
140,95b26d4a-aafe-486c-865c-7a36176f73c3,admin.clinic.general.notifications.reminderHours,vi,Nhắc trước (giờ),2026-01-30 09:16:50.740795+00,2026-01-30 09:16:50.740795+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
141,f633aefc-04d7-43ea-a38f-f681d5505365,admin.clinic.general.notifications.reminderHours,km,រំលឹកមុន (ម៉ោង),2026-01-30 09:16:50.755832+00,2026-01-30 09:16:50.755832+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
142,ea1f62dd-d3cc-425f-9bfa-e5a7e11745c0,admin.clinic.general.notifications.reminderHours,en,Remind Before (hours),2026-01-30 09:16:50.764532+00,2026-01-30 09:16:50.764532+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
143,d94795f0-0e5a-4de9-9cef-edbf50a970f7,admin.clinic.general.notifications.sendReminders,en,Send Appointment Reminders,2026-01-30 09:17:10.266886+00,2026-01-30 09:17:10.266886+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
144,255741a3-82a7-4ddd-8b75-8c0141ae7c58,admin.clinic.general.notifications.sendReminders,vi,Gửi nhắc lịch hẹn,2026-01-30 09:17:10.269613+00,2026-01-30 09:17:10.269613+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
145,8f86477b-6909-4606-811d-f5931f609b75,admin.clinic.general.notifications.sendReminders,km,ផ្ញើការរំលឹកការណាត់ជួប,2026-01-30 09:17:10.270586+00,2026-01-30 09:17:10.270586+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
146,0964a264-d792-4cfb-8560-c2558d843447,admin.clinic.general.notifications.sendRemindersDesc,en,Automatically send reminder messages before appointments.,2026-01-30 09:17:18.915347+00,2026-01-30 09:17:18.915347+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
147,c7995ee6-9d87-4c4c-826a-3b0ee269a4b1,admin.clinic.general.notifications.sendRemindersDesc,km,ផ្ញើសាររំលឹកដោយស្វ័យប្រវត្តិមុនពេលណាត់ជួប,2026-01-30 09:17:18.922887+00,2026-01-30 09:17:18.922887+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
148,a4a96e2a-8af3-4864-91cb-5d27de644c11,admin.clinic.general.notifications.sendRemindersDesc,vi,Tự động gửi tin nhắn nhắc nhở trước buổi hẹn.,2026-01-30 09:17:18.923813+00,2026-01-30 09:17:18.923813+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
149,402e5c73-3a7a-4d0b-8774-313b1aa221a4,admin.clinic.general.notifications.title,vi,Thông báo,2026-01-30 09:17:33.452478+00,2026-01-30 09:17:33.452478+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
150,39f81267-48cd-4cea-9414-50c203373f12,admin.clinic.general.notifications.title,en,Notifications,2026-01-30 09:17:33.462662+00,2026-01-30 09:17:33.462662+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
151,d3af0186-f8a9-4e87-9b5b-ba6587771300,admin.clinic.general.notifications.title,km,ការជូនដំណឹង,2026-01-30 09:17:33.480257+00,2026-01-30 09:17:33.480257+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
152,7300ffef-b7b9-413d-a42c-07265a653638,admin.appointments.recurringTitle,en,Recurring Follow-up Booking,2026-01-30 09:17:34.137497+00,2026-01-30 09:17:34.137497+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
153,f9971706-7503-41ff-9a78-b8249ed0cabd,admin.appointments.schedules,vi,lịch,2026-01-30 09:17:50.419619+00,2026-01-30 09:17:50.419619+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
154,e84227d9-04cf-43b9-88fe-e3c5a1d0adf3,admin.appointments.recurringTitle,km,ការកក់ការតាមដានជាបន្តបន្ទាប់,2026-01-30 09:17:34.147256+00,2026-01-30 09:17:34.147256+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
155,dc3e8443-95ba-4546-badc-2d33fd950f1c,admin.appointments.schedules,km,កាលវិភាគ,2026-01-30 09:17:50.422634+00,2026-01-30 09:17:50.422634+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
156,d76c7f70-6245-434a-b781-1b2e301d79c6,admin.appointments.recurringTitle,vi,Đặt lịch tái khám định kỳ,2026-01-30 09:17:34.55628+00,2026-01-30 09:17:34.55628+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
157,532b070a-86ab-4539-a4a4-a7eb234d9df0,admin.clinic.general.saveSettings,en,Save Settings,2026-01-30 09:17:42.645011+00,2026-01-30 09:18:15.971765+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
158,3ed82dd2-a6ea-4310-8cd9-3724f39eaa9f,admin.appointments.schedules,en,schedules,2026-01-30 09:17:50.424274+00,2026-01-30 09:17:50.424274+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
159,1ed7052f-9039-4c52-9ac1-6313e1c4ea92,admin.clinic.general.saveSettings,vi,Lưu cài đặt,2026-01-30 09:17:42.644568+00,2026-01-30 09:18:15.973873+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
160,5478e114-82eb-4b0f-956e-376c74f02e82,admin.clinic.general.saveSettings,km,រក្សាទុកការកំណត់,2026-01-30 09:18:15.967729+00,2026-01-30 09:18:15.967729+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
161,6edb02cd-cb1b-401c-a735-fffc0b4cc2e2,admin.appointments.subtitle,en,"View and manage doctor schedules, book appointments for patients",2026-01-30 09:22:04.327356+00,2026-01-30 09:22:04.327356+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
162,796f8299-03a3-42c6-b2a1-b134acc1ef81,admin.appointments.subtitle,vi,"Xem và quản lý lịch làm việc của bác sĩ, đặt lịch hẹn cho bệnh nhân",2026-01-30 09:22:04.499075+00,2026-01-30 09:22:04.499075+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
163,31e8ad14-dc27-4741-9362-e6c1502fa97a,admin.appointments.subtitle,km,"មើល និងគ្រប់គ្រងកាលវិភាគវេជ្ជបណ្ឌិត, ណាត់ជួបសម្រាប់អ្នកជំងឺ",2026-01-30 09:22:04.50785+00,2026-01-30 09:22:04.50785+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
164,40ac9cdf-e1a8-46d7-8143-7dea5d19f63b,admin.appointments.thisWeek,en,This Week,2026-01-30 09:22:28.067169+00,2026-01-30 09:22:28.067169+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
165,717036df-e95e-4b1e-95e7-4166fffd8d5e,admin.appointments.thisWeek,km,សប្តាហ៍នេះ,2026-01-30 09:22:28.08435+00,2026-01-30 09:22:28.08435+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
166,32242a83-1c7d-4975-9daf-0069ca22a506,admin.appointments.thisWeek,vi,Tuần này,2026-01-30 09:22:28.091702+00,2026-01-30 09:22:28.091702+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
167,95a2cbe0-d6b4-493f-9004-81f3a0e4a6f6,admin.appointments.title,km,ការគ្រប់គ្រងការណាត់ជួប,2026-01-30 09:22:49.238003+00,2026-01-30 09:22:49.238003+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
168,4fddd34d-6bcf-4a08-882a-721e69433f58,admin.appointments.title,vi,Quản lý lịch hẹn,2026-01-30 09:22:49.243961+00,2026-01-30 09:22:49.243961+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
169,08938ddc-a2a2-40b0-8e4b-c67587097242,admin.appointments.title,en,Appointment Management,2026-01-30 09:22:49.2575+00,2026-01-30 09:22:49.2575+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
170,b3663b1c-01a6-45ea-b06d-76090d5e3004,admin.appointments.todayAppointments,km,ការណាត់ជួបថ្ងៃនេះ,2026-01-30 09:23:25.532422+00,2026-01-30 09:23:25.532422+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
171,0372ca63-9060-439a-8db9-d4b1e5799ab7,admin.appointments.todayAppointments,en,Today's Appointments,2026-01-30 09:23:25.530755+00,2026-01-30 09:23:25.530755+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
172,cf333478-3699-44f1-b4e9-c51ec40708e4,admin.appointments.todayAppointments,vi,Lịch hẹn hôm nay,2026-01-30 09:23:25.536466+00,2026-01-30 09:23:25.536466+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
173,2fa30680-e867-4aa8-88dc-439f309a548f,admin.appointments.today,vi,Hôm nay,2026-01-30 09:23:08.466576+00,2026-01-30 09:23:54.630648+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
174,815c21b9-fcd6-4fb1-80c0-508578fd80a1,admin.appointments.today,en,Today,2026-01-30 09:23:08.476465+00,2026-01-30 09:23:54.644664+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
175,b2253df6-fa5f-4950-95e2-7ca7ec83a1d3,admin.appointments.today,km,ថ្ងៃនេះ,2026-01-30 09:23:08.466573+00,2026-01-30 09:23:54.64793+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
176,ab2f30ad-ea84-4171-8e45-5916d45c241e,admin.appointments.unevenDistribution,vi,Phân bổ không đều,2026-01-30 09:24:45.530993+00,2026-01-30 09:24:45.530993+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
177,4096169f-4677-4217-b77b-6596a80ceb0d,admin.appointments.unevenDistribution,km,ការចែកចាយមិនស្មើគ្នា,2026-01-30 09:24:45.536139+00,2026-01-30 09:24:45.536139+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
178,297fba4d-873c-48ad-b6fd-c78bebcc3ba6,admin.appointments.unevenDistribution,en,Uneven Distribution,2026-01-30 09:24:45.543081+00,2026-01-30 09:24:45.543081+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
179,dcf4503c-97d3-4584-a285-61df26f2e88d,admin.appointments.unevenDistributionDesc,vi,{percent}% lịch hẹn tập trung vào buổi sáng. Khuyến nghị phân bổ thêm lịch buổi chiều để tối ưu thời gian chờ.,2026-01-30 09:25:30.007357+00,2026-01-30 09:25:30.007357+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
180,962caaa1-484f-4349-a245-7e18de063c74,admin.appointments.unevenDistributionDesc,km,ភាគរយ % នៃការណាត់ជួបត្រូវបានប្រមូលផ្តុំនៅពេលព្រឹក។ ពិចារណាចែកចាយបន្ថែមទៀតដល់ពេលរសៀល ដើម្បីបង្កើនប្រសិទ្ធភាពពេលវេលារង់ចាំ,2026-01-30 09:25:30.017408+00,2026-01-30 09:25:30.017408+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
181,c458863b-a8fe-430b-9eb0-1007e39a9b35,admin.appointments.unevenDistributionDesc,en,{percent}% of appointments are concentrated in the morning. Consider distributing more to afternoon to optimize wait time.,2026-01-30 09:25:30.014506+00,2026-01-30 09:25:30.014506+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
182,7d16d6a3-6805-4544-af20-a747263dd5c4,admin.appointments.weeklyTitle,km,ការកក់ប្រចាំសប្តាហ៍,2026-01-30 09:26:12.837938+00,2026-01-30 09:26:12.837938+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
183,94622ed1-0423-4658-9715-c4a71f6c4e8e,admin.appointments.weeklyTitle,en,Weekly Booking,2026-01-30 09:26:12.838613+00,2026-01-30 09:26:12.838613+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
184,c71d649b-ed6c-4c1e-82ef-6474ea7ba9c0,admin.appointments.weeklyTitle,vi,Đặt lịch hàng tuần,2026-01-30 09:26:12.847352+00,2026-01-30 09:26:12.847352+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
185,fc1e3cdc-70ae-45a6-95ab-ba89e7d98791,admin.appointments.weekly,en,Weekly Schedule,2026-01-30 09:25:45.555209+00,2026-01-30 09:26:17.099873+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
186,8b905ccb-3ce8-4fea-93a6-c388fd1bc1c3,admin.appointments.weekly,vi,Lịch tuần,2026-01-30 09:25:45.541282+00,2026-01-30 09:26:17.109504+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
187,bcb697fa-1cb0-4c4a-a2f2-b3199a57b52d,admin.appointments.weekly,km,កាលវិភាគប្រចាំសប្តាហ៍,2026-01-30 09:25:45.555162+00,2026-01-30 09:26:17.116549+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
188,ed45644f-f60f-4182-8ad7-8be9538a3427,admin.appointments.weekOverview,vi,Tổng quan tuần,2026-01-30 09:28:01.20176+00,2026-01-30 09:28:01.408435+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
189,526c099e-6e21-418b-bdff-b24658045c03,admin.appointments.weekOverview,en,Week Overview,2026-01-30 09:28:01.202618+00,2026-01-30 09:28:01.421678+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
190,4d4e7228-a08d-40f2-a29c-564609672ca3,admin.appointments.weekOverview,km,ពិនិត្យក្នុងសប្តាហ៍,2026-01-30 09:28:01.209265+00,2026-01-30 09:28:01.43429+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
191,84281867-b629-4dd5-b511-e2cba4572c4e,admin.clinic.actions.delete,km,លុបចោល,2026-01-30 09:28:15.287612+00,2026-01-30 09:28:20.341737+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
192,de994b58-be5b-4fc0-b2c3-298c87534334,admin.clinic.actions.delete,vi,Xóa,2026-01-30 09:28:15.285411+00,2026-01-30 09:28:20.339658+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
193,55078423-e39e-495d-9063-c524594e9d45,admin.clinic.actions.delete,en,Delete,2026-01-30 09:28:15.293285+00,2026-01-30 09:28:20.346977+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
194,05e8677e-e9be-483a-bd0e-10db61c8b1cb,admin.clinic.actions.edit,en,Edit,2026-01-30 09:28:31.779596+00,2026-01-30 09:28:33.792528+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
195,5f79f50f-7aa8-4405-8f8c-c6132fa068de,admin.clinic.actions.edit,vi,Chỉnh sửa,2026-01-30 09:28:31.768586+00,2026-01-30 09:28:33.799952+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
196,94bc59d9-a9c2-468f-93fe-5eb4d93d14b8,admin.clinic.actions.edit,km,កែសម្រួល,2026-01-30 09:28:31.770291+00,2026-01-30 09:28:33.800207+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
197,cfdb6b91-5c4e-4fd3-b77b-69e34062f54b,admin.clinic.basicInfo.address,en,Address,2026-01-30 09:28:48.137159+00,2026-01-30 09:28:49.473644+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
198,e975e924-52c9-476e-b35e-6b9c4774778c,admin.clinic.basicInfo.address,vi,Địa chỉ,2026-01-30 09:28:48.146769+00,2026-01-30 09:28:49.477496+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
199,959d6964-50c1-463e-a878-eda8a47979d0,admin.clinic.basicInfo.address,km,អាស័យដ្ឋាន,2026-01-30 09:28:48.148929+00,2026-01-30 09:28:49.477736+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
200,6da8ec90-f935-4d91-a1be-c8db5351dccc,admin.clinic.basicInfo.city,en,City/Province,2026-01-30 09:29:02.302522+00,2026-01-30 09:29:03.176998+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
201,6112804b-be66-4b74-9eca-6de6a7b3c8d0,admin.clinic.basicInfo.city,km,ទីក្រុង/ខេត្ត,2026-01-30 09:29:02.301256+00,2026-01-30 09:29:03.180277+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
202,a2d501fb-c324-4475-91bc-d7dba55ac478,admin.clinic.basicInfo.city,vi,Tỉnh/Thành phố,2026-01-30 09:29:02.293212+00,2026-01-30 09:29:03.185346+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
203,7ae398d5-434b-4123-b95c-adcf248a7eae,admin.clinic.basicInfo.clinicName,vi,Tên phòng khám,2026-01-30 09:29:16.664653+00,2026-01-30 09:29:20.78374+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
204,cc9648a4-93a4-485d-96a0-dc4e53c73a4a,admin.clinic.basicInfo.clinicName,km,ឈ្មោះគ្លីនិក,2026-01-30 09:29:16.672274+00,2026-01-30 09:29:20.78991+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
205,3da1e3ba-123b-4f28-8740-a6e006a3a0e7,admin.clinic.basicInfo.clinicName,en,Clinic Name,2026-01-30 09:29:16.658417+00,2026-01-30 09:29:20.792368+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
206,dec15c00-da70-4357-9ec5-c954d88808ee,admin.clinic.basicInfo.district,en,District,2026-01-30 09:29:34.438467+00,2026-01-30 09:29:39.629936+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
207,598422be-b9f8-455a-9217-2202e7110675,admin.clinic.basicInfo.district,km,ស្រុក,2026-01-30 09:29:34.438467+00,2026-01-30 09:29:39.632081+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
208,4af502da-23cc-410d-bb2e-50cef11038ec,admin.clinic.basicInfo.district,vi,Quận/Huyện,2026-01-30 09:29:34.441592+00,2026-01-30 09:29:39.635608+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
209,1b6c7a03-6be8-467f-ad81-4ef2c677bf78,admin.clinic.basicInfo.email,vi,Email,2026-01-30 09:29:54.17123+00,2026-01-30 09:29:54.17123+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
210,7df898be-9a0d-4e15-b2b4-6decfd14874d,admin.clinic.basicInfo.email,en,Email,2026-01-30 09:29:54.180871+00,2026-01-30 09:29:54.180871+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
211,4435f510-af65-41fc-aa7b-227a9499da73,admin.clinic.basicInfo.email,km,អ៊ីមែល,2026-01-30 09:29:54.186701+00,2026-01-30 09:29:54.186701+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
212,32f14888-9024-4579-a451-83522ca066da,admin.clinic.basicInfo.phone,en,Phone Number,2026-01-30 09:30:09.036593+00,2026-01-30 09:30:09.036593+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
213,f8f6fa91-bbbc-4900-82a2-6a071e34c848,admin.clinic.basicInfo.phone,vi,Số điện thoại,2026-01-30 09:30:09.041302+00,2026-01-30 09:30:09.041302+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
214,20b050d1-fa02-4961-8f21-c7a9c8ef3b81,admin.clinic.basicInfo.phone,km,លេខទូរស័ព្ទ,2026-01-30 09:30:09.046209+00,2026-01-30 09:30:09.046209+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
215,d4e6d448-d82d-45aa-beda-4c1a88569683,admin.clinic.basicInfo.shortName,en,Short Name,2026-01-30 09:30:27.63544+00,2026-01-30 09:30:48.354906+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
216,f3d80984-b638-4b76-a3f9-043faf8b8959,admin.clinic.basicInfo.shortName,km,ឈ្មោះខ្លី,2026-01-30 09:30:27.618568+00,2026-01-30 09:30:48.366849+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
217,73e9aa54-a178-412b-8cbc-abe5c0b249c6,admin.clinic.basicInfo.shortName,vi,Tên viết tắt,2026-01-30 09:30:27.601863+00,2026-01-30 09:30:48.367346+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
218,3773fa52-0572-4bfa-b9f1-df72f8c0402a,admin.clinic.basicInfo.title,vi,Thông tin cơ bản,2026-01-30 09:31:14.658292+00,2026-01-30 09:31:14.658292+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
219,0a68819d-9209-40eb-8630-b2027228d480,admin.clinic.basicInfo.title,en,Basic Information,2026-01-30 09:31:14.665115+00,2026-01-30 09:31:14.665115+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
220,1408b92c-7427-4cfd-8941-2905ad94ec91,admin.clinic.basicInfo.title,km,ព័ត៌មានមូលដ្ឋាន,2026-01-30 09:31:14.681464+00,2026-01-30 09:31:14.681464+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
221,1e7d0a31-e09f-4347-a0a0-d4f38325ac25,admin.clinic.basicInfo.timezone,en,Timezone,2026-01-30 09:30:50.334631+00,2026-01-30 09:31:31.141702+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
222,53f4724c-8fc2-44c7-b510-2cc8afafcce3,admin.clinic.basicInfo.timezone,km,តំបន់ពេលវេលា,2026-01-30 09:30:50.337695+00,2026-01-30 09:31:31.142165+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
223,f5399372-814c-42a5-bae6-ffab9c9805b7,admin.clinic.basicInfo.timezone,vi,Múi giờ,2026-01-30 09:30:50.32353+00,2026-01-30 09:31:31.1432+00,,1c2593a7-1aad-457a-b536-9d568f49dd96
